fire insurance,count,percent
49.0,10,4.878048780487805
61.0,9,4.390243902439025
121.0,9,4.390243902439025
83.0,7,3.4146341463414633
31.0,7,3.4146341463414633
14.0,7,3.4146341463414633
53.0,7,3.4146341463414633
22.0,6,2.926829268292683
46.0,6,2.926829268292683
20.0,6,2.926829268292683
34.0,6,2.926829268292683
15.0,5,2.4390243902439024
91.0,5,2.4390243902439024
23.0,4,1.951219512195122
11.0,4,1.951219512195122
25.0,4,1.951219512195122
26.0,4,1.951219512195122
16.0,4,1.951219512195122
50.0,4,1.951219512195122
64.0,3,1.4634146341463414
196.0,3,1.4634146341463414
13.0,3,1.4634146341463414
113.0,3,1.4634146341463414
37.0,3,1.4634146341463414
17.0,3,1.4634146341463414
39.0,3,1.4634146341463414
58.0,3,1.4634146341463414
28.0,3,1.4634146341463414
76.0,3,1.4634146341463414
65.0,2,0.975609756097561
38.0,2,0.975609756097561
43.0,2,0.975609756097561
35.0,2,0.975609756097561
62.0,2,0.975609756097561
18.0,2,0.975609756097561
226.0,2,0.975609756097561
10.0,2,0.975609756097561
128.0,2,0.975609756097561
94.0,2,0.975609756097561
143.0,2,0.975609756097561
115.0,2,0.975609756097561
73.0,2,0.975609756097561
160.0,2,0.975609756097561
89.0,1,0.4878048780487805
71.0,1,0.4878048780487805
66.0,1,0.4878048780487805
56.0,1,0.4878048780487805
68.0,1,0.4878048780487805
52.0,1,0.4878048780487805
69.0,1,0.4878048780487805
77.0,1,0.4878048780487805
48.0,1,0.4878048780487805
47.0,1,0.4878048780487805
98.0,1,0.4878048780487805
41.0,1,0.4878048780487805
40.0,1,0.4878048780487805
79.0,1,0.4878048780487805
82.0,1,0.4878048780487805
211.0,1,0.4878048780487805
104.0,1,0.4878048780487805
60.0,1,0.4878048780487805
33.0,1,0.4878048780487805
181.0,1,0.4878048780487805
157.0,1,0.4878048780487805
151.0,1,0.4878048780487805
148.0,1,0.4878048780487805
136.0,1,0.4878048780487805
19.0,1,0.4878048780487805
32.0,1,0.4878048780487805
131.0,1,0.4878048780487805
117.0,1,0.4878048780487805
116.0,1,0.4878048780487805
27.0,1,0.4878048780487805
109.0,1,0.4878048780487805
29.0,1,0.4878048780487805
59.0,1,0.4878048780487805
