total,count,percent
2555.0,10,0.7347538574577517
809.0,9,0.6612784717119765
1675.0,7,0.5143277002204262
1117.0,7,0.5143277002204262
1144.0,7,0.5143277002204262
1219.0,6,0.440852314474651
3046.0,6,0.440852314474651
2538.0,5,0.36737692872887584
1264.0,5,0.36737692872887584
15230.0,5,0.36737692872887584
1257.0,5,0.36737692872887584
1742.0,4,0.29390154298310067
2031.0,4,0.29390154298310067
2234.0,4,0.29390154298310067
1523.0,4,0.29390154298310067
8121.0,4,0.29390154298310067
4568.0,4,0.29390154298310067
10150.0,4,0.29390154298310067
4061.0,3,0.2204261572373255
11150.0,3,0.2204261572373255
1472.0,3,0.2204261572373255
16350.0,3,0.2204261572373255
4085.0,3,0.2204261572373255
3803.0,3,0.2204261572373255
4860.0,3,0.2204261572373255
2437.0,3,0.2204261572373255
4514.0,3,0.2204261572373255
1759.0,3,0.2204261572373255
1792.0,3,0.2204261572373255
3845.0,3,0.2204261572373255
10370.0,3,0.2204261572373255
1851.0,3,0.2204261572373255
10670.0,3,0.2204261572373255
5326.0,3,0.2204261572373255
3041.0,3,0.2204261572373255
1828.0,3,0.2204261572373255
991.0,3,0.2204261572373255
16070.0,2,0.14695077149155034
3033.0,2,0.14695077149155034
6091.0,2,0.14695077149155034
1320.0,2,0.14695077149155034
2597.0,2,0.14695077149155034
1239.0,2,0.14695077149155034
922.0,2,0.14695077149155034
965.0,2,0.14695077149155034
1253.0,2,0.14695077149155034
2081.0,2,0.14695077149155034
911.0,2,0.14695077149155034
15380.0,2,0.14695077149155034
2087.0,2,0.14695077149155034
1953.0,2,0.14695077149155034
3057.0,2,0.14695077149155034
3076.0,2,0.14695077149155034
5660.0,2,0.14695077149155034
1998.0,2,0.14695077149155034
5576.0,2,0.14695077149155034
9121.0,2,0.14695077149155034
9136.0,2,0.14695077149155034
9371.0,2,0.14695077149155034
1786.0,2,0.14695077149155034
1317.0,2,0.14695077149155034
1775.0,2,0.14695077149155034
3249.0,2,0.14695077149155034
914.0,2,0.14695077149155034
16890.0,2,0.14695077149155034
1288.0,2,0.14695077149155034
13850.0,2,0.14695077149155034
1244.0,2,0.14695077149155034
12850.0,2,0.14695077149155034
1056.0,2,0.14695077149155034
4264.0,2,0.14695077149155034
13000.0,2,0.14695077149155034
4818.0,2,0.14695077149155034
3813.0,2,0.14695077149155034
15890.0,2,0.14695077149155034
16460.0,2,0.14695077149155034
4470.0,2,0.14695077149155034
3262.0,2,0.14695077149155034
1050.0,2,0.14695077149155034
14590.0,2,0.14695077149155034
884.0,2,0.14695077149155034
1216.0,2,0.14695077149155034
17030.0,2,0.14695077149155034
1167.0,2,0.14695077149155034
17100.0,2,0.14695077149155034
1142.0,2,0.14695077149155034
932.0,2,0.14695077149155034
17270.0,2,0.14695077149155034
930.0,2,0.14695077149155034
4422.0,2,0.14695077149155034
1197.0,2,0.14695077149155034
17290.0,2,0.14695077149155034
4757.0,2,0.14695077149155034
14020.0,2,0.14695077149155034
9538.0,2,0.14695077149155034
4693.0,2,0.14695077149155034
2165.0,2,0.14695077149155034
12330.0,2,0.14695077149155034
1532.0,2,0.14695077149155034
5076.0,2,0.14695077149155034
11000.0,2,0.14695077149155034
11010.0,2,0.14695077149155034
1570.0,2,0.14695077149155034
1522.0,2,0.14695077149155034
1438.0,2,0.14695077149155034
1420.0,2,0.14695077149155034
1387.0,2,0.14695077149155034
1375.0,2,0.14695077149155034
12150.0,2,0.14695077149155034
1370.0,2,0.14695077149155034
12520.0,2,0.14695077149155034
10820.0,2,0.14695077149155034
11110.0,2,0.14695077149155034
1574.0,2,0.14695077149155034
2242.0,2,0.14695077149155034
1705.0,2,0.14695077149155034
5146.0,2,0.14695077149155034
1579.0,2,0.14695077149155034
1725.0,2,0.14695077149155034
5311.0,2,0.14695077149155034
10140.0,2,0.14695077149155034
3452.0,2,0.14695077149155034
1650.0,2,0.14695077149155034
6183.0,2,0.14695077149155034
10900.0,2,0.14695077149155034
9878.0,2,0.14695077149155034
10650.0,2,0.14695077149155034
2741.0,2,0.14695077149155034
6258.0,2,0.14695077149155034
2257.0,2,0.14695077149155034
7273.0,2,0.14695077149155034
2640.0,2,0.14695077149155034
7315.0,2,0.14695077149155034
2651.0,2,0.14695077149155034
2490.0,2,0.14695077149155034
7523.0,2,0.14695077149155034
2487.0,2,0.14695077149155034
7556.0,2,0.14695077149155034
3299.0,2,0.14695077149155034
7613.0,2,0.14695077149155034
2619.0,2,0.14695077149155034
6583.0,2,0.14695077149155034
2872.0,2,0.14695077149155034
6575.0,2,0.14695077149155034
10740.0,2,0.14695077149155034
10640.0,2,0.14695077149155034
1739.0,2,0.14695077149155034
2732.0,2,0.14695077149155034
1777.0,2,0.14695077149155034
2284.0,2,0.14695077149155034
7940.0,2,0.14695077149155034
2345.0,2,0.14695077149155034
2797.0,2,0.14695077149155034
2757.0,2,0.14695077149155034
883.0,1,0.07347538574577517
961.0,1,0.07347538574577517
887.0,1,0.07347538574577517
992.0,1,0.07347538574577517
897.0,1,0.07347538574577517
903.0,1,0.07347538574577517
912.0,1,0.07347538574577517
925.0,1,0.07347538574577517
934.0,1,0.07347538574577517
935.0,1,0.07347538574577517
939.0,1,0.07347538574577517
900.0,1,0.07347538574577517
964.0,1,0.07347538574577517
973.0,1,0.07347538574577517
975.0,1,0.07347538574577517
978.0,1,0.07347538574577517
987.0,1,0.07347538574577517
1201.0,1,0.07347538574577517
1218.0,1,0.07347538574577517
1220.0,1,0.07347538574577517
1449.0,1,0.07347538574577517
841.0,1,0.07347538574577517
1451.0,1,0.07347538574577517
861.0,1,0.07347538574577517
1195.0,1,0.07347538574577517
836.0,1,0.07347538574577517
1192.0,1,0.07347538574577517
1464.0,1,0.07347538574577517
1111.0,1,0.07347538574577517
1114.0,1,0.07347538574577517
1126.0,1,0.07347538574577517
1135.0,1,0.07347538574577517
1156.0,1,0.07347538574577517
1158.0,1,0.07347538574577517
1172.0,1,0.07347538574577517
1179.0,1,0.07347538574577517
1189.0,1,0.07347538574577517
1110.0,1,0.07347538574577517
821.0,1,0.07347538574577517
1106.0,1,0.07347538574577517
1196.0,1,0.07347538574577517
993.0,1,0.07347538574577517
989.0,1,0.07347538574577517
677.0,1,0.07347538574577517
756.0,1,0.07347538574577517
762.0,1,0.07347538574577517
791.0,1,0.07347538574577517
801.0,1,0.07347538574577517
813.0,1,0.07347538574577517
1458.0,1,0.07347538574577517
1242.0,1,0.07347538574577517
1467.0,1,0.07347538574577517
1303.0,1,0.07347538574577517
1232.0,1,0.07347538574577517
1243.0,1,0.07347538574577517
1261.0,1,0.07347538574577517
1266.0,1,0.07347538574577517
1267.0,1,0.07347538574577517
1269.0,1,0.07347538574577517
1286.0,1,0.07347538574577517
1295.0,1,0.07347538574577517
1297.0,1,0.07347538574577517
1302.0,1,0.07347538574577517
1312.0,1,0.07347538574577517
1468.0,1,0.07347538574577517
1319.0,1,0.07347538574577517
1324.0,1,0.07347538574577517
1327.0,1,0.07347538574577517
1329.0,1,0.07347538574577517
1341.0,1,0.07347538574577517
1355.0,1,0.07347538574577517
1358.0,1,0.07347538574577517
1371.0,1,0.07347538574577517
1379.0,1,0.07347538574577517
999.0,1,0.07347538574577517
1227.0,1,0.07347538574577517
1422.0,1,0.07347538574577517
1423.0,1,0.07347538574577517
1429.0,1,0.07347538574577517
1476.0,1,0.07347538574577517
1506.0,1,0.07347538574577517
1507.0,1,0.07347538574577517
1513.0,1,0.07347538574577517
1528.0,1,0.07347538574577517
1530.0,1,0.07347538574577517
1445.0,1,0.07347538574577517
1542.0,1,0.07347538574577517
1556.0,1,0.07347538574577517
1564.0,1,0.07347538574577517
1566.0,1,0.07347538574577517
1575.0,1,0.07347538574577517
1583.0,1,0.07347538574577517
1585.0,1,0.07347538574577517
1587.0,1,0.07347538574577517
1588.0,1,0.07347538574577517
1593.0,1,0.07347538574577517
1597.0,1,0.07347538574577517
1598.0,1,0.07347538574577517
1599.0,1,0.07347538574577517
1553.0,1,0.07347538574577517
1100.0,1,0.07347538574577517
1748.0,1,0.07347538574577517
1097.0,1,0.07347538574577517
2450.0,1,0.07347538574577517
2119.0,1,0.07347538574577517
2132.0,1,0.07347538574577517
2404.0,1,0.07347538574577517
2422.0,1,0.07347538574577517
2423.0,1,0.07347538574577517
2426.0,1,0.07347538574577517
2427.0,1,0.07347538574577517
2434.0,1,0.07347538574577517
2435.0,1,0.07347538574577517
2442.0,1,0.07347538574577517
2455.0,1,0.07347538574577517
2531.0,1,0.07347538574577517
2457.0,1,0.07347538574577517
2460.0,1,0.07347538574577517
2383.0,1,0.07347538574577517
2467.0,1,0.07347538574577517
2496.0,1,0.07347538574577517
2497.0,1,0.07347538574577517
2503.0,1,0.07347538574577517
2504.0,1,0.07347538574577517
2514.0,1,0.07347538574577517
2521.0,1,0.07347538574577517
2108.0,1,0.07347538574577517
1400.0,1,0.07347538574577517
1809.0,1,0.07347538574577517
1808.0,1,0.07347538574577517
1671.0,1,0.07347538574577517
1674.0,1,0.07347538574577517
1686.0,1,0.07347538574577517
1690.0,1,0.07347538574577517
1693.0,1,0.07347538574577517
1707.0,1,0.07347538574577517
1711.0,1,0.07347538574577517
1716.0,1,0.07347538574577517
1726.0,1,0.07347538574577517
1816.0,1,0.07347538574577517
1732.0,1,0.07347538574577517
1749.0,1,0.07347538574577517
1750.0,1,0.07347538574577517
1751.0,1,0.07347538574577517
1756.0,1,0.07347538574577517
1764.0,1,0.07347538574577517
1766.0,1,0.07347538574577517
1767.0,1,0.07347538574577517
1773.0,1,0.07347538574577517
1788.0,1,0.07347538574577517
1795.0,1,0.07347538574577517
2523.0,1,0.07347538574577517
2536.0,1,0.07347538574577517
1091.0,1,0.07347538574577517
1613.0,1,0.07347538574577517
2264.0,1,0.07347538574577517
2289.0,1,0.07347538574577517
2290.0,1,0.07347538574577517
2299.0,1,0.07347538574577517
2312.0,1,0.07347538574577517
2331.0,1,0.07347538574577517
2343.0,1,0.07347538574577517
2344.0,1,0.07347538574577517
1623.0,1,0.07347538574577517
2580.0,1,0.07347538574577517
1607.0,1,0.07347538574577517
2544.0,1,0.07347538574577517
1016.0,1,0.07347538574577517
1019.0,1,0.07347538574577517
1044.0,1,0.07347538574577517
1048.0,1,0.07347538574577517
1054.0,1,0.07347538574577517
1058.0,1,0.07347538574577517
1076.0,1,0.07347538574577517
1079.0,1,0.07347538574577517
1082.0,1,0.07347538574577517
1084.0,1,0.07347538574577517
4194.0,1,0.07347538574577517
2230.0,1,0.07347538574577517
2229.0,1,0.07347538574577517
2226.0,1,0.07347538574577517
2564.0,1,0.07347538574577517
2573.0,1,0.07347538574577517
2470.0,1,0.07347538574577517
2375.0,1,0.07347538574577517
2361.0,1,0.07347538574577517
2354.0,1,0.07347538574577517
2133.0,1,0.07347538574577517
2136.0,1,0.07347538574577517
2141.0,1,0.07347538574577517
2151.0,1,0.07347538574577517
2171.0,1,0.07347538574577517
2174.0,1,0.07347538574577517
2176.0,1,0.07347538574577517
2178.0,1,0.07347538574577517
2186.0,1,0.07347538574577517
2187.0,1,0.07347538574577517
2191.0,1,0.07347538574577517
2192.0,1,0.07347538574577517
2198.0,1,0.07347538574577517
2212.0,1,0.07347538574577517
2220.0,1,0.07347538574577517
1390.0,1,0.07347538574577517
3762.0,1,0.07347538574577517
1404.0,1,0.07347538574577517
2615.0,1,0.07347538574577517
4058.0,1,0.07347538574577517
2881.0,1,0.07347538574577517
2882.0,1,0.07347538574577517
2892.0,1,0.07347538574577517
2899.0,1,0.07347538574577517
2827.0,1,0.07347538574577517
2908.0,1,0.07347538574577517
2713.0,1,0.07347538574577517
