area,count,percent
100.0,62,4.555473916238061
200.0,56,4.114621601763409
300.0,52,3.8207200587803087
250.0,46,3.3798677443056575
50.0,44,3.2329169728141074
400.0,44,3.2329169728141074
80.0,42,3.085966201322557
120.0,35,2.571638501102131
40.0,35,2.571638501102131
150.0,32,2.3512123438648054
90.0,30,2.204261572373255
70.0,29,2.1307861866274798
350.0,27,1.9838354151359294
60.0,26,1.9103600293901544
500.0,26,1.9103600293901544
180.0,24,1.763409257898604
130.0,23,1.6899338721528288
160.0,21,1.5429831006612784
35.0,20,1.4695077149155034
280.0,19,1.396032329169728
240.0,19,1.396032329169728
20.0,18,1.322556943423953
320.0,18,1.322556943423953
30.0,16,1.1756061719324027
450.0,16,1.1756061719324027
45.0,16,1.1756061719324027
220.0,14,1.0286554004408524
170.0,14,1.0286554004408524
110.0,14,1.0286554004408524
140.0,14,1.0286554004408524
600.0,13,0.9551800146950772
260.0,12,0.881704628949302
190.0,12,0.881704628949302
330.0,11,0.8082292432035268
55.0,11,0.8082292432035268
380.0,11,0.8082292432035268
230.0,11,0.8082292432035268
25.0,10,0.7347538574577517
270.0,9,0.6612784717119765
700.0,9,0.6612784717119765
800.0,8,0.5878030859662013
65.0,8,0.5878030859662013
125.0,7,0.5143277002204262
75.0,6,0.440852314474651
22.0,6,0.440852314474651
340.0,6,0.440852314474651
18.0,5,0.36737692872887584
750.0,5,0.36737692872887584
19.0,5,0.36737692872887584
287.0,5,0.36737692872887584
210.0,5,0.36737692872887584
440.0,5,0.36737692872887584
550.0,4,0.29390154298310067
225.0,4,0.29390154298310067
520.0,4,0.29390154298310067
98.0,4,0.29390154298310067
38.0,4,0.29390154298310067
290.0,4,0.29390154298310067
370.0,4,0.29390154298310067
174.0,4,0.29390154298310067
360.0,4,0.29390154298310067
480.0,4,0.29390154298310067
165.0,4,0.29390154298310067
127.0,4,0.29390154298310067
95.0,4,0.29390154298310067
126.0,4,0.29390154298310067
132.0,3,0.2204261572373255
900.0,3,0.2204261572373255
145.0,3,0.2204261572373255
420.0,3,0.2204261572373255
42.0,3,0.2204261572373255
138.0,3,0.2204261572373255
175.0,3,0.2204261572373255
195.0,3,0.2204261572373255
215.0,3,0.2204261572373255
530.0,3,0.2204261572373255
48.0,3,0.2204261572373255
156.0,3,0.2204261572373255
78.0,3,0.2204261572373255
71.0,3,0.2204261572373255
85.0,3,0.2204261572373255
298.0,3,0.2204261572373255
182.0,3,0.2204261572373255
67.0,2,0.14695077149155034
68.0,2,0.14695077149155034
